field_1,measure_ab,measure,units,sof,nzsegment,lat,long,s_id,n_obs,s,var_s,d,tau,z,p,c,cd,prop_censored,prop_unique,no_censorlevels,median,annual_sen_slope,sen_lci,sen_uci,analysis_note,percent_annual_change,trend_direction,seasonal,freq,period,end_year,trend_confidence
6171,ECOLI,E. coli,cfu/100ml,CDL,13115197,-43.305,172.6422,ECAN-00175,54,42,586.6666667,222,0.189189189,1.692731789,0.090506532,0.954746734,0.045253266,0.053191489,0.617021277,1,579,48.39205989,0.734165183,85.11338942,ok,8.35786872,Worsening,TRUE,BiMonth,NA,2019,Very likely worsening
6172,ECOLI,E. coli,cfu/100ml,CDL,13163160,-44.185,171.5089,ECAN-00181,54,-198,17962,1431,-0.13836478,-1.46990369,0.14158784,0.92920608,0.92920608,0.021276596,0.776595745,2,185,-11.85107073,-25.83739929,1.645333079,ok,-6.40598418,Improving,FALSE,BiMonth,NA,2019,Very likely improving
6173,ECOLI,E. coli,cfu/100ml,WWL,3123054,-38.5631,174.8371,EW-00001,54,14,582,222,0.063063063,0.538867337,0.589978396,0.705010802,0.294989198,0,0.585106383,0,80,1.622887363,-1.942937244,7.668626177,ok,2.028609203,Worsening,TRUE,BiMonth,NA,2019,Likely worsening
6174,ECOLI,E. coli,cfu/100ml,WXL,3131731,-38.6706,174.7094,EW-00002,54,9,585.6666667,222,0.040540541,0.330570986,0.740968565,0.629515718,0.370484282,0,0.634408602,0,150,0.925519191,-6.078772279,17.12947045,ok,0.617012794,Indeterminate,TRUE,BiMonth,NA,2019,Indeterminate
6175,ECOLI,E. coli,cfu/100ml,WWL,3056003,-37.587,175.091,EW-00004,54,6,582.6666667,222,0.027027027,0.207138066,0.835902034,0.582048983,0.417951017,0,0.484210526,0,260,1.241924515,-9.698959511,14.69477788,ok,0.477663275,Indeterminate,TRUE,BiMonth,NA,2019,Indeterminate
6176,ECOLI,E. coli,cfu/100ml,CWH,3110340,-38.3822,176.3426,EW-00010,54,25,585.6666667,222,0.112612613,0.991712959,0.321337568,0.839331216,0.160668784,0,0.568421053,0,190,12.8841444,-7.41227463,39.71828218,ok,6.78112863,Worsening,TRUE,BiMonth,NA,2019,Likely worsening
6177,ECOLI,E. coli,cfu/100ml,WDL,3056992,-37.6254,175.2527,EW-00012,54,49,583.6666667,222,0.220720721,1.986821229,0.046942211,0.976528894,0.023471106,0,0.536842105,0,1200,76.16608749,18.19254623,142.3886059,ok,6.347173958,Worsening,TRUE,BiMonth,NA,2019,Very likely worsening
6178,ECOLI,E. coli,cfu/100ml,CWH,3151224,-38.8887,175.7686,EW-00014,54,55,585.6666667,222,0.247747748,2.231354158,0.025657679,0.987171161,0.012828839,0,0.526315789,0,36,5.510071249,1.013210392,9.491916778,ok,15.30575347,Worsening,TRUE,BiMonth,NA,2019,Very likely worsening
6179,ECOLI,E. coli,cfu/100ml,WWL,3081097,-38.0553,175.6968,EW-00016,54,547,17932.33333,1431,0.382250175,4.077314777,4.56E-05,0.999977221,2.28E-05,0,0.526315789,0,220,31.62337662,18.93030001,43.79088041,ok,14.3742621,Worsening,FALSE,BiMonth,NA,2019,Very likely worsening
6180,ECOLI,E. coli,cfu/100ml,CWH,3106095,-38.3472,176.0118,EW-00017,54,81,587.6666667,222,0.364864865,3.300079925,0.000966573,0.999516714,0.000483286,0,0.515789474,0,240,27.4271978,14.49165768,49.84465883,ok,11.42799908,Worsening,TRUE,BiMonth,NA,2019,Very likely worsening
6181,ECOLI,E. coli,cfu/100ml,CWH,3116290,-38.4523,176.3175,EW-00018,54,66,584.6666667,222,0.297297297,2.688185223,0.007184153,0.996407923,0.003592077,0,0.547368421,0,210,20.09632413,10.03434066,36.18769975,ok,9.569678157,Worsening,TRUE,BiMonth,NA,2019,Very likely worsening
6182,ECOLI,E. coli,cfu/100ml,CWL,3091783,-38.1969,175.8394,EW-00021,54,33,583.6666667,222,0.148648649,1.324547486,0.185321283,0.907339358,0.092660642,0,0.6,0,620,39.14955299,-3.237992981,85.00341377,ok,6.31444403,Worsening,TRUE,BiMonth,NA,2019,Very likely worsening
6183,ECOLI,E. coli,cfu/100ml,WWL,3130367,-38.6475,174.6699,EW-00022,54,22,582.6666667,222,0.099099099,0.869979878,0.384311401,0.8078443,0.1921557,0,0.563829787,0,210,3.712065895,-5.181118671,17.27819567,ok,1.767650426,Worsening,TRUE,BiMonth,NA,2019,Likely worsening
6184,ECOLI,E. coli,cfu/100ml,CWH,3079677,-38.05,175.5384,EW-00023,54,-5,585.6666667,222,-0.022522523,-0.165285493,0.868719277,0.565640362,0.565640362,0,0.652631579,0,80,-0.534834577,-4.399411368,3.495827486,ok,-0.668543221,Indeterminate,TRUE,BiMonth,NA,2019,Indeterminate
6185,ECOLI,E. coli,cfu/100ml,WWL,3083539,-38.0982,175.3961,EW-00033,54,20,17920,1431,0.01397624,0.141933397,0.887132614,0.556433693,0.443566307,0,0.521276596,0,160,0,-10.69428621,15.6909817,WARNING: Sen slope based on tied non-censored values,0,Indeterminate,FALSE,BiMonth,NA,2019,Indeterminate
6186,ECOLI,E. coli,cfu/100ml,CXH,3077698,-38.0298,175.1363,EW-00034,54,-207,17885.66667,1431,-0.144654088,-1.540333122,0.123479174,0.938260413,0.938260413,0,0.553191489,0,21.5,-2.154161206,-9.483867961,0,ok,-10.01935445,Improving,FALSE,BiMonth,NA,2019,Very likely improving
6187,ECOLI,E. coli,cfu/100ml,WWL,3051409,-37.4013,175.4234,EW-00037,54,30,584.6666667,222,0.135135135,1.199344177,0.230394144,0.884802928,0.115197072,0,0.580645161,0,46,2.995967425,-0.986850437,5.88463677,ok,6.512972664,Worsening,TRUE,BiMonth,NA,2019,Likely worsening
6188,ECOLI,E. coli,cfu/100ml,WWL,3096700,-38.2594,174.8347,EW-00040,54,83,17947,1431,0.058001398,0.612093716,0.540475755,0.729762123,0.270237877,0,0.578947368,0,160,6.365458348,-10.81661296,21.76138587,ok,3.978411467,Worsening,FALSE,BiMonth,NA,2019,Likely worsening
6189,ECOLI,E. coli,cfu/100ml,WWL,3133651,-38.6841,174.7228,EW-00043,54,15,585.6666667,222,0.067567568,0.578499226,0.56292712,0.71853644,0.28146356,0,0.574468085,0,180,3.18630354,-11.82857757,13.91683028,ok,1.770168633,Worsening,TRUE,BiMonth,NA,2019,Likely worsening
6190,ECOLI,E. coli,cfu/100ml,CWL,3114803,-38.4656,175.2858,EW-00044,54,19,585.6666667,222,0.085585586,0.743784719,0.457006726,0.771496637,0.228503363,0,0.595744681,0,140,3.400039424,-2.215668764,9.028113129,ok,2.428599589,Worsening,TRUE,BiMonth,NA,2019,Likely worsening
6191,ECOLI,E. coli,cfu/100ml,WWL,3123396,-38.5709,174.9027,EW-00045,54,16,17953.33333,1431,0.011180992,0.111948612,0.910864152,0.544567924,0.455432076,0,0.617021277,0,210,0.828231293,-15.15939681,18.1422159,ok,0.394395854,Indeterminate,FALSE,BiMonth,NA,2019,Indeterminate
6192,ECOLI,E. coli,cfu/100ml,WWL,3122377,-38.5512,174.982,EW-00046,54,11,585.6666667,222,0.04954955,0.413213733,0.679450027,0.660274986,0.339725014,0,0.595744681,0,265,5.008014909,-16.6350225,20.06868132,ok,1.889816947,Indeterminate,TRUE,BiMonth,NA,2019,Indeterminate
6193,ECOLI,E. coli,cfu/100ml,WWL,3061831,-37.7632,174.9725,EW-00048,54,23,581.6666667,222,0.103603604,0.9121906,0.361668391,0.819165804,0.180834196,0,0.569892473,0,340,8.109681692,-5.479178659,22.01807124,ok,2.385200498,Worsening,TRUE,BiMonth,NA,2019,Likely worsening
6194,ECOLI,E. coli,cfu/100ml,WWL,3071941,-37.9221,175.7706,EW-00054,54,360,17939.33333,1431,0.251572327,2.680348709,0.00735455,0.996322725,0.003677275,0,0.526315789,0,370,27.35167051,10.57340047,46.74426763,ok,7.39234338,Worsening,FALSE,BiMonth,NA,2019,Very likely worsening
6195,ECOLI,E. coli,cfu/100ml,CWH,3103240,-38.3072,176.2637,EW-00056,54,94,586.6666667,222,0.423423423,3.839611131,0.000123229,0.999938385,6.16E-05,0,0.473684211,0,270,30.10302198,17.7184156,52.55934113,ok,11.1492674,Worsening,TRUE,BiMonth,NA,2019,Very likely worsening
6196,ECOLI,E. coli,cfu/100ml,CWL,3081022,-38.0579,175.7225,EW-00060,54,462,17947.33333,1431,0.322851153,3.441129058,0.000579292,0.999710354,0.000289646,0,0.578947368,0,250,28.2046332,14.6590047,46.48076871,ok,11.28185328,Worsening,FALSE,BiMonth,NA,2019,Very likely worsening
6197,ECOLI,E. coli,cfu/100ml,CWH,3129762,-38.6149,176.2588,EW-00061,54,377,17913,1431,0.263452131,2.809335984,0.004964381,0.99751781,0.00248219,0,0.442105263,0,27,2.36407767,1.006988441,3.793790292,ok,8.755843222,Worsening,FALSE,BiMonth,NA,2019,Very likely worsening
6198,ECOLI,E. coli,cfu/100ml,CWH,3105500,-38.3366,176.0704,EW-00064,54,308,17926.66667,1431,0.215234102,2.292918424,0.021852702,0.989073649,0.010926351,0,0.473684211,0,160,12.1390325,3.75385406,20.93462219,ok,7.58689531,Worsening,FALSE,BiMonth,NA,2019,Very likely worsening
6199,ECOLI,E. coli,cfu/100ml,WWL,3050230,-37.3846,175.2902,EW-00072,54,56,584.6666667,222,0.252252252,2.274618266,0.022928839,0.98853558,0.01146442,0,0.652631579,0,530,53.68372253,15.80319821,93.68504146,ok,10.12900425,Worsening,TRUE,BiMonth,NA,2019,Very likely worsening
6200,ECOLI,E. coli,cfu/100ml,CWH,3136644,-38.7005,175.6838,EW-00074,54,61,579,222,0.274774775,2.493514905,0.012648527,0.993675736,0.006324264,0,0.378947368,0,10,1.335470642,0.399835796,2.454530426,ok,13.35470642,Worsening,TRUE,BiMonth,NA,2019,Very likely worsening
6201,ECOLI,E. coli,cfu/100ml,WWL,3064061,-37.7874,175.8394,EW-00075,54,235,17937.66667,1431,0.164220825,1.747160823,0.080609445,0.959695277,0.040304723,0,0.505263158,0,260,15.91998755,0,34.26226667,ok,6.123072133,Worsening,FALSE,BiMonth,NA,2019,Very likely worsening
6202,ECOLI,E. coli,cfu/100ml,WWL,3078605,-38.0193,175.8141,EW-00076,54,441,17945,1431,0.308176101,3.284588327,0.001021315,0.999489343,0.000510657,0,0.6,0,50,6.355082418,3.012671491,10.11496293,ok,12.71016484,Worsening,FALSE,BiMonth,NA,2019,Very likely worsening
6203,ECOLI,E. coli,cfu/100ml,CWLk,3123400,-38.5328,176.3037,EW-00082,60,54,742,270,0.2,1.94569121,0.051691843,0.974154078,0.025845922,0,0.394957983,0,15,1.00251685,0.066337939,2.41286294,ok,6.683445668,Worsening,TRUE,BiMonth,NA,2019,Very likely worsening
6204,ECOLI,E. coli,cfu/100ml,CWLk,3111845,-38.407,176.0861,EW-00083,60,369,24224.33333,1770,0.208474576,2.364405178,0.01805905,0.990970475,0.009029525,0,0.176470588,0,4,0.498127624,0,0.854887847,ok,12.45319061,Worsening,FALSE,BiMonth,NA,2019,Very likely worsening
6205,ECOLI,E. coli,cfu/100ml,CWH,3112254,-38.4187,175.8063,EW-00086,58,299,22129.66667,1653,0.180883243,2.003220832,0.045153591,0.977423205,0.022576795,0,0.348214286,0,10,1.114416476,0,2.113179869,ok,11.14416476,Worsening,FALSE,BiMonth,NA,2019,Very likely worsening
6206,ECOLI,E. coli,cfu/100ml,WWH,3077848,-38.004,175.919,EW-00088,54,-19,581.6666667,222,-0.085585586,-0.746337764,0.455463405,0.772268298,0.772268298,0,0.589473684,0,40,-1.009670465,-5.75755003,0.504906522,ok,-2.524176162,Improving,TRUE,BiMonth,NA,2019,Likely improving
6207,ECOLI,E. coli,cfu/100ml,WWL,3067934,-37.8533,175.8655,EW-00089,54,47,585.6666667,222,0.211711712,1.900783171,0.057330419,0.97133479,0.02866521,0,0.547368421,0,390,13.90760115,2.031062456,33.73669963,ok,3.566051578,Worsening,TRUE,BiMonth,NA,2019,Very likely worsening
6208,ECOLI,E. coli,cfu/100ml,CWH,3109925,-38.3801,176.3467,EW-00090,54,442,16688.66667,1431,0.308874913,3.413719,0.000640826,0.999679587,0.000320413,0,0.191489362,0,3,0.603220479,0,1.199507389,ok,20.1073493,Worsening,FALSE,BiMonth,NA,2019,Very likely worsening
6209,ECOLI,E. coli,cfu/100ml,WWL,3091406,-38.1922,175.2086,EW-00094,54,299,17947,1431,0.208944794,2.224438139,0.02611898,0.98694051,0.01305949,0,0.585106383,0,215,17.96311475,4.71260248,36.98496072,ok,8.354937095,Worsening,FALSE,BiMonth,NA,2019,Very likely worsening
6210,ECOLI,E. coli,cfu/100ml,CWH,3112958,-38.4236,175.9594,EW-00095,54,32,580,222,0.144144144,1.287204938,0.198022867,0.900988567,0.099011433,0,0.410526316,0,110,6.020604396,-1.006947211,13.44463461,ok,5.473276723,Worsening,TRUE,BiMonth,NA,2019,Very likely worsening
6211,ECOLI,E. coli,cfu/100ml,CWH,3144485,-38.7985,176.0865,EW-00096,54,24,575.3333333,222,0.108108108,0.958888406,0.337614966,0.831192517,0.168807483,0,0.431578947,0,19,0.676689477,-0.199888022,1.453062328,ok,3.561523565,Worsening,TRUE,BiMonth,NA,2019,Likely worsening
6212,ECOLI,E. coli,cfu/100ml,WWL,3047683,-37.2714,175.357,EW-00097,54,-70,17937.33333,1431,-0.048916841,-0.515193235,0.606417996,0.696791002,0.696791002,0,0.557894737,0,270,-4.99316473,-21.2834892,10.59331368,ok,-1.84932027,Improving,FALSE,BiMonth,NA,2019,Likely improving
6213,ECOLI,E. coli,cfu/100ml,WWL,3064930,-37.8178,174.976,EW-00100,54,31,583.6666667,222,0.13963964,1.241763268,0.214323919,0.892838041,0.107161959,0,0.548387097,0,400,9.984868392,-5.925497723,37.43848713,ok,2.496217098,Worsening,TRUE,BiMonth,NA,2019,Likely worsening
6214,ECOLI,E. coli,cfu/100ml,WWL,3090304,-38.1808,175.1915,EW-00104,54,170,17937.33333,1431,0.118798043,1.261850096,0.207002732,0.896498634,0.103501366,0,0.638297872,0,370,25.08585165,-4.604516987,79.55534718,ok,6.779959905,Worsening,FALSE,BiMonth,NA,2019,Likely worsening
6215,ECOLI,E. coli,cfu/100ml,WWL,3096865,-38.2602,175.0988,EW-00105,54,73,17933,1431,0.051013277,0.537657889,0.590813257,0.704593371,0.295406629,0,0.494736842,0,200,4.088619403,-10.323316,17.47607656,ok,2.044309701,Worsening,FALSE,BiMonth,NA,2019,Likely worsening
6216,ECOLI,E. coli,cfu/100ml,CWH,3143249,-38.7835,175.7301,EW-00113,54,55,585.6666667,222,0.247747748,2.231354158,0.025657679,0.987171161,0.012828839,0,0.553191489,0,33.5,4.6753414,0.640820865,8.98830774,ok,13.95624299,Worsening,TRUE,BiMonth,NA,2019,Very likely worsening
6217,ECOLI,E. coli,cfu/100ml,CWH,3148719,-38.8593,175.7827,EW-00116,54,55,573.6666667,222,0.247747748,2.254571185,0.024160258,0.987919871,0.012080129,0,0.436170213,0,110,7.511617764,1.376751831,14.77476991,ok,6.828743422,Worsening,TRUE,BiMonth,NA,2019,Very likely worsening
6218,ECOLI,E. coli,cfu/100ml,CDH,3135527,-38.6811,176.0699,EW-00119,60,86,664,270,0.318518519,3.298639734,0.000971545,0.999514227,0.000485773,0,0.18487395,0,3,0.332498931,0,0.787734116,ok,11.0832977,Worsening,TRUE,BiMonth,NA,2019,Very likely worsening
6219,ECOLI,E. coli,cfu/100ml,WXL,5063036,-37.6746,178.3481,GDC-00002,55,-285,18957.66667,1485,-0.191919192,-2.062651698,0.039145732,0.980427134,0.980427134,0.012195122,0.707317073,1,46,-4.013736264,-7.862598942,-1.089646113,ok,-8.725513617,Improving,FALSE,BiMonth,NA,2019,Very likely improving
6220,ECOLI,E. coli,cfu/100ml,WWL,5108000,-38.2923,178.2692,GDC-00004,58,-188,22210,1653,-0.113732607,-1.254779247,0.209558908,0.895220546,0.895220546,0,0.682352941,0,110,-9.067313813,-17.7594497,3.197821116,ok,-8.243012557,Improving,FALSE,BiMonth,NA,2019,Likely improving
6221,ECOLI,E. coli,cfu/100ml,WWL,5086989,-38.0469,178.1767,GDC-00005,58,396,22218.66667,1653,0.239564428,2.649952558,0.008050307,0.995974846,0.004025154,0,0.776470588,0,100,11.22322639,4.556375227,24.46424675,ok,11.22322639,Worsening,FALSE,BiMonth,NA,2019,Very likely worsening
6222,ECOLI,E. coli,cfu/100ml,WXH,5060468,-37.6256,178.3346,GDC-00006,58,-542,22194.66667,1653,-0.327888687,-3.631390488,0.000281898,0.999859051,0.999859051,0.040322581,0.637096774,1,46.5,-8.201721557,-12.57610521,-4.6300573,ok,-17.63811088,Improving,FALSE,BiMonth,NA,2019,Very likely improving
6223,ECOLI,E. coli,cfu/100ml,WWL,5113388,-38.3474,178.2491,GDC-00008,54,139,17951,1431,0.097134871,1.029994162,0.303012746,0.848493627,0.151506373,0.024390244,0.731707317,2,58,2.776393581,-1.699635007,11.01423014,ok,4.786885485,Worsening,FALSE,BiMonth,NA,2019,Likely worsening
6224,ECOLI,E. coli,cfu/100ml,WXH,5072674,-37.8377,178.2939,GDC-00009,55,-74,586.6666667,226,-0.327433628,-3.013888307,0.002579227,0.998710386,0.998710386,0,0.743902439,0,51.5,-9.867915044,-21.50933943,-3.974446204,ok,-19.16100008,Improving,TRUE,BiMonth,NA,2019,Very likely improving
6225,ECOLI,E. coli,cfu/100ml,CWH,5079715,-37.9488,178.2109,GDC-00011,56,-275,20011.33333,1540,-0.178571429,-1.936923863,0.052754651,0.973622675,0.973622675,0.073170732,0.768292683,2,46,-3.595018592,-8.941513155,-0.753556473,ok,-7.815257808,Improving,FALSE,BiMonth,NA,2019,Very likely improving
6226,ECOLI,E. coli,cfu/100ml,WXL,5058951,-37.5927,178.1525,GDC-00013,55,-34,589.3333333,226,-0.150442478,-1.359356715,0.17403358,0.91298321,0.91298321,0,0.731707317,0,58,-2.157426014,-6.020033485,0.607386478,ok,-3.719700024,Improving,TRUE,BiMonth,NA,2019,Very likely improving
6227,ECOLI,E. coli,cfu/100ml,WWL,5128194,-38.5151,178.2549,GDC-00014,58,151,22217.66667,1653,0.091349062,1.006333744,0.314255053,0.842872473,0.157127527,0.011764706,0.847058824,1,140,8.974201474,-3.981821677,28.30606066,ok,6.41014391,Worsening,FALSE,BiMonth,NA,2019,Likely worsening
6228,ECOLI,E. coli,cfu/100ml,WXL,5069587,-37.7853,178.4276,GDC-00015,57,-95,651,243,-0.390946502,-3.684150468,0.000229467,0.999885267,0.999885267,0,0.78313253,0,200,-28.00866096,-45.71356598,-15.50063999,ok,-14.00433048,Improving,TRUE,BiMonth,NA,2019,Very likely improving
6229,ECOLI,E. coli,cfu/100ml,CXH,5076269,-37.8944,178.2951,GDC-00018,57,-43,656.3333333,244,-0.176229508,-1.639408036,0.101128309,0.949435845,0.949435845,0,0.734693878,0,81.5,-5.18448301,-10.45286084,-0.307485861,ok,-6.361328847,Improving,TRUE,BiMonth,NA,2019,Very likely improving
6230,ECOLI,E. coli,cfu/100ml,WDL,5142378,-38.6918,178.0715,GDC-00026,55,218,18970,1485,0.146801347,1.575527792,0.115134669,0.942432666,0.057567334,0,0.848837209,0,624.5,37.40432986,-1.700342486,86.63414411,ok,5.989484365,Worsening,FALSE,BiMonth,NA,2019,Very likely worsening
6231,ECOLI,E. coli,cfu/100ml,WWL,5141084,-38.6782,178.08,GDC-00032,60,-3,24571.66667,1770,-0.001694915,-0.012758884,0.98982016,0.50508992,0.50508992,0.015748031,0.68503937,1,260,0,-19.14796322,23.29559902,WARNING: Sen slope influenced by censored values,0,Indeterminate,FALSE,BiMonth,NA,2019,Indeterminate
6232,ECOLI,E. coli,cfu/100ml,CXH,9250254,-40.7497,175.5826,GW-00031,60,10,733.6666667,270,0.037037037,0.332271518,0.739684245,0.630157878,0.369842122,0.081818182,0.281818182,1,7,0,-0.498353971,0.726559049,WARNING: Sen slope influenced by censored values,0,Indeterminate,TRUE,BiMonth,NA,2019,Indeterminate
6233,ECOLI,E. coli,cfu/100ml,CWL,9256906,-40.9969,175.593,GW-00045,57,36,586.6666667,244,0.147540984,1.445014942,0.148453689,0.925773156,0.074226844,0.291262136,0.339805825,1,16,0.166818987,0,1.734405555,ok,1.042618667,Worsening,TRUE,BiMonth,NA,2019,Very likely worsening
6234,ECOLI,E. coli,cfu/100ml,WWL,8193732,-39.3854,176.8212,HBRC-00002,54,32,560.6666667,218,0.146788991,1.309210035,0.190463214,0.904768393,0.095231607,0.051020408,0.551020408,1,54.5,3.563862072,-0.548688339,9.958072692,WARNING: Sen slope influenced by censored values,6.539196462,Worsening,TRUE,BiMonth,NA,2019,Very likely worsening
6235,ECOLI,E. coli,cfu/100ml,WDL,8208015,-39.5991,176.8779,HBRC-00003,55,158,18957.33333,1485,0.106397306,1.140278745,0.25417019,0.872914905,0.127085095,0,0.602040816,0,220,10.02745367,-5.687801414,26.81044406,ok,4.557933487,Worsening,FALSE,BiMonth,NA,2019,Likely worsening
6236,ECOLI,E. coli,cfu/100ml,WWL,8210238,-39.6393,176.9881,HBRC-00004,55,119,18962.33333,1485,0.08013468,0.856911792,0.391493636,0.804253182,0.195746818,0,0.653061224,0,55,2.704754147,-2.768977952,10.86990643,ok,4.917734813,Worsening,FALSE,BiMonth,NA,2019,Likely worsening
6237,ECOLI,E. coli,cfu/100ml,CWL,8206040,-39.5685,176.881,HBRC-00005,55,52,592.6666667,227,0.22907489,2.094907855,0.036179184,0.981910408,0.018089592,0.02020202,0.515151515,1,20,1.858414873,0.222413506,3.694711681,ok,9.292074364,Worsening,TRUE,BiMonth,NA,2019,Very likely worsening
6238,ECOLI,E. coli,cfu/100ml,WDL,8237626,-40.2967,176.5807,HBRC-00006,55,213,18947.66667,1485,0.143434343,1.540132172,0.123528139,0.93823593,0.06176407,0.01010101,0.595959596,1,150,9.395498392,0,25.67298604,ok,6.263665595,Worsening,FALSE,BiMonth,NA,2019,Very likely worsening
6239,ECOLI,E. coli,cfu/100ml,WDL,8213720,-39.6977,176.7939,HBRC-00010,55,20,596.6666667,227,0.088105727,0.777835415,0.436666047,0.781666977,0.218333023,0,0.525252525,0,120,2.138466042,-5.480228099,12.02756623,ok,1.782055035,Worsening,TRUE,BiMonth,NA,2019,Likely worsening
6240,ECOLI,E. coli,cfu/100ml,WWL,8237484,-40.2945,176.5558,HBRC-00011,55,163,18940.33333,1485,0.10976431,1.177121265,0.239147108,0.880426446,0.119573554,0,0.602040816,0,155,4.370761867,-2.806469363,16.40127354,ok,2.819846366,Worsening,FALSE,BiMonth,NA,2019,Likely worsening
6241,ECOLI,E. coli,cfu/100ml,WWL,8216170,-39.7327,176.953,HBRC-00012,55,122,18961.33333,1485,0.082154882,0.878720855,0.379552648,0.810223676,0.189776324,0,0.606060606,0,55,2.590425532,-2.216873806,8.047727782,ok,4.709864603,Worsening,FALSE,BiMonth,NA,2019,Likely worsening
6242,ECOLI,E. coli,cfu/100ml,WDL,8213419,-39.6939,176.7909,HBRC-00014,55,-13,593.6666667,227,-0.057268722,-0.492504172,0.622362973,0.688818513,0.688818513,0,0.585858586,0,300,-4.237238979,-24.29082997,9.591052392,ok,-1.412412993,Improving,TRUE,BiMonth,NA,2019,Likely improving
6243,ECOLI,E. coli,cfu/100ml,WWL,8197211,-39.4404,176.7191,HBRC-00015,55,38,591,227,0.167400881,1.521976629,0.128014937,0.935992532,0.064007468,0.105263158,0.526315789,1,49,3.338665448,0,8.161312197,ok,6.813602955,Worsening,TRUE,BiMonth,NA,2019,Very likely worsening
6244,ECOLI,E. coli,cfu/100ml,CWH,8191935,-39.3709,176.439,HBRC-00017,55,62,459.3333333,227,0.273127753,2.846202879,0.0044244,0.9977878,0.0022122,0.336842105,0.315789474,1,14,0.71143358,0,1.618631138,ok,5.081668429,Worsening,TRUE,BiMonth,NA,2019,Very likely worsening
6245,ECOLI,E. coli,cfu/100ml,WDL,8227533,-39.9961,176.6269,HBRC-00018,58,-109,22205.66667,1653,-0.065940714,-0.724756047,0.468601705,0.765699148,0.765699148,0,0.627272727,0,220,-8.005479452,-23.18307232,7.675724121,ok,-3.638854296,Improving,FALSE,BiMonth,NA,2019,Likely improving
6246,ECOLI,E. coli,cfu/100ml,CDL,8223900,-39.9071,176.5248,HBRC-00020,59,461,23330.33333,1711,0.26943308,3.011600494,0.002598744,0.998700628,0.001299372,0,0.540540541,0,60,6.102756892,2.782916133,9.892072169,ok,10.17126149,Worsening,FALSE,BiMonth,NA,2019,Very likely worsening
6247,ECOLI,E. coli,cfu/100ml,CWH,8204539,-39.5584,176.3984,HBRC-00021,55,279,14307,1485,0.187878788,2.324184001,0.020115634,0.989942183,0.010057817,0.587628866,0.24742268,1,5,0,0,0,WARNING: Sen slope influenced by censored values,0,Worsening,FALSE,BiMonth,NA,2019,Very likely worsening
6248,ECOLI,E. coli,cfu/100ml,CWH,8157457,-38.9444,176.508,HBRC-00028,54,62,495,218,0.28440367,2.741746107,0.006111356,0.996944322,0.003055678,0.333333333,0.376344086,1,13,1.167351189,0,2.730730914,ok,8.979624533,Worsening,TRUE,BiMonth,NA,2019,Very likely worsening
6249,ECOLI,E. coli,cfu/100ml,WXL,8168543,-39.0144,177.8583,HBRC-00029,55,3,595.6666667,227,0.013215859,0.081946111,0.934689567,0.532655217,0.467344783,0.031914894,0.606382979,1,90,1.429549902,-15.98558085,8.729609227,ok,1.58838878,Indeterminate,TRUE,BiMonth,NA,2019,Indeterminate
6250,ECOLI,E. coli,cfu/100ml,CWH,8149774,-38.8157,177.4832,HBRC-00031,54,-24,17960,1431,-0.016771488,-0.171622676,0.863734179,0.568132911,0.568132911,0,0.717391304,0,95,-0.958661417,-11.19256645,7.920664164,ok,-1.009117281,Indeterminate,FALSE,BiMonth,NA,2019,Indeterminate
6251,ECOLI,E. coli,cfu/100ml,CWH,8143530,-38.7334,177.5843,HBRC-00032,54,-103,17950,1431,-0.071977638,-0.761321238,0.446465218,0.776767391,0.776767391,0.054945055,0.626373626,1,63,-3.234686347,-21.53680055,3.444331851,ok,-5.134422773,Improving,FALSE,BiMonth,NA,2019,Likely improving
6252,ECOLI,E. coli,cfu/100ml,WDL,8234526,-40.2066,176.5911,HBRC-00036,55,-106,18958.66667,1485,-0.071380471,-0.762579987,0.445713924,0.777143038,0.777143038,0.010309278,0.628865979,1,130,-4.454268293,-16.40957266,6.362558394,ok,-3.426360225,Improving,FALSE,BiMonth,NA,2019,Likely improving
6253,ECOLI,E. coli,cfu/100ml,CWH,8207058,-39.5867,176.7603,HBRC-00038,54,108,17868,1431,0.075471698,0.800471374,0.423437742,0.788281129,0.211718871,0.105263158,0.589473684,1,37,1.233952703,-1.403833602,4.443666228,ok,3.335007305,Worsening,FALSE,BiMonth,NA,2019,Likely worsening
6254,ECOLI,E. coli,cfu/100ml,WWL,8219824,-39.8011,176.9791,HBRC-00040,55,212,18961.33333,1485,0.142760943,1.532314879,0.125444751,0.937277624,0.062722376,0,0.612244898,0,155,11.79344729,-0.253686519,26.66269321,ok,7.608675673,Worsening,FALSE,BiMonth,NA,2019,Very likely worsening
6255,ECOLI,E. coli,cfu/100ml,WWL,8220856,-39.8259,176.9811,HBRC-00041,55,6,18955.33333,1485,0.004040404,0.036316525,0.971029973,0.514485013,0.485514987,0.010204082,0.581632653,1,120,0,-10.00551578,12.6396226,WARNING: Sen slope based on tied non-censored values,0,Indeterminate,FALSE,BiMonth,NA,2019,Indeterminate
6256,ECOLI,E. coli,cfu/100ml,WDL,8207029,-39.5971,176.863,HBRC-00044,55,53,18923,1485,0.035690236,0.378014404,0.705419894,0.647290053,0.352709947,0,0.5,0,80,0.686990596,-3.966552326,4.366709343,ok,0.858738245,Indeterminate,FALSE,BiMonth,NA,2019,Indeterminate
